58113.6354		151946.7959		1363
58113.6354		150946.7959		1345
59113.6354		150946.7959		1343
60113.6354		150946.7959		1338
57113.6354		149946.7959		1353
58113.6354		149946.7959		1331
59113.6354		149946.7959		1322
60113.6354		149946.7959		1318
61113.6354		149946.7959		1317
57113.6354		148946.7959		1345
58113.6354		148946.7959		1331
59113.6354		148946.7959		1345
60113.6354		148946.7959		1308
61113.6354		148946.7959		1298
62113.6354		148946.7959		1298
63113.6354		148946.7959		1294
56113.6354		147946.7959		1388
57113.6354		147946.7959		1383
58113.6354		147946.7959		1351
59113.6354		147946.7959		1348
60113.6354		147946.7959		1378
61113.6354		147946.7959		1319
62113.6354		147946.7959		1281
63113.6354		147946.7959		1278
64113.6354		147946.7959		1270
65113.6354		147946.7959		1262
56113.6354		146946.7959		1459
57113.6354		146946.7959		1398
58113.6354		146946.7959		1370
59113.6354		146946.7959		1379
60113.6354		146946.7959		1363
61113.6354		146946.7959		1362
62113.6354		146946.7959		1339
63113.6354		146946.7959		1290
64113.6354		146946.7959		1261
65113.6354		146946.7959		1252
66113.6354		146946.7959		1244
67113.6354		146946.7959		1237
55113.6354		145946.7959		1788
56113.6354		145946.7959		1700
57113.6354		145946.7959		1510
58113.6354		145946.7959		1459
59113.6354		145946.7959		1416
60113.6354		145946.7959		1387
61113.6354		145946.7959		1352
62113.6354		145946.7959		1368
63113.6354		145946.7959		1309
64113.6354		145946.7959		1269
65113.6354		145946.7959		1248
66113.6354		145946.7959		1242
67113.6354		145946.7959		1222
68113.6354		145946.7959		1214
54113.6354		144946.7959		1927
55113.6354		144946.7959		1884
56113.6354		144946.7959		1617
57113.6354		144946.7959		1667
58113.6354		144946.7959		1486
59113.6354		144946.7959		1454
60113.6354		144946.7959		1399
61113.6354		144946.7959		1361
62113.6354		144946.7959		1327
63113.6354		144946.7959		1295
64113.6354		144946.7959		1269
65113.6354		144946.7959		1247
66113.6354		144946.7959		1234
67113.6354		144946.7959		1228
68113.6354		144946.7959		1218
69113.6354		144946.7959		1209
70113.6354		144946.7959		1196
54113.6354		143946.7959		1868
55113.6354		143946.7959		1722
56113.6354		143946.7959		1682
57113.6354		143946.7959		1642
58113.6354		143946.7959		1556
59113.6354		143946.7959		1542
60113.6354		143946.7959		1394
61113.6354		143946.7959		1348
62113.6354		143946.7959		1316
63113.6354		143946.7959		1287
64113.6354		143946.7959		1260
65113.6354		143946.7959		1241
66113.6354		143946.7959		1227
67113.6354		143946.7959		1222
68113.6354		143946.7959		1212
69113.6354		143946.7959		1204
70113.6354		143946.7959		1195
71113.6354		143946.7959		1183
72113.6354		143946.7959		1170
53113.6354		142946.7959		2157
54113.6354		142946.7959		2186
55113.6354		142946.7959		2112
56113.6354		142946.7959		1962
57113.6354		142946.7959		1710
58113.6354		142946.7959		1697
59113.6354		142946.7959		1715
60113.6354		142946.7959		1485
61113.6354		142946.7959		1362
62113.6354		142946.7959		1312
63113.6354		142946.7959		1277
64113.6354		142946.7959		1252
65113.6354		142946.7959		1232
66113.6354		142946.7959		1217
67113.6354		142946.7959		1210
68113.6354		142946.7959		1204
69113.6354		142946.7959		1195
70113.6354		142946.7959		1188
71113.6354		142946.7959		1180
72113.6354		142946.7959		1167
73113.6354		142946.7959		1154
74113.6354		142946.7959		1144
53113.6354		141946.7959		1934
54113.6354		141946.7959		2052
55113.6354		141946.7959		1998
56113.6354		141946.7959		2173
57113.6354		141946.7959		2033
58113.6354		141946.7959		1788
59113.6354		141946.7959		1575
60113.6354		141946.7959		1538
61113.6354		141946.7959		1490
62113.6354		141946.7959		1318
63113.6354		141946.7959		1266
64113.6354		141946.7959		1239
65113.6354		141946.7959		1221
66113.6354		141946.7959		1209
67113.6354		141946.7959		1201
68113.6354		141946.7959		1195
69113.6354		141946.7959		1187
70113.6354		141946.7959		1178
71113.6354		141946.7959		1172
72113.6354		141946.7959		1162
73113.6354		141946.7959		1148
74113.6354		141946.7959		1135
75113.6354		141946.7959		1125
76113.6354		141946.7959		1113
52113.6354		140946.7959		1969
53113.6354		140946.7959		1932
54113.6354		140946.7959		1875
55113.6354		140946.7959		1783
56113.6354		140946.7959		1821
57113.6354		140946.7959		1869
58113.6354		140946.7959		1935
59113.6354		140946.7959		1913
60113.6354		140946.7959		1613
61113.6354		140946.7959		1470
62113.6354		140946.7959		1315
63113.6354		140946.7959		1260
64113.6354		140946.7959		1231
65113.6354		140946.7959		1215
66113.6354		140946.7959		1198
67113.6354		140946.7959		1192
68113.6354		140946.7959		1186
69113.6354		140946.7959		1179
70113.6354		140946.7959		1169
71113.6354		140946.7959		1162
72113.6354		140946.7959		1152
73113.6354		140946.7959		1139
74113.6354		140946.7959		1130
75113.6354		140946.7959		1120
76113.6354		140946.7959		1108
77113.6354		140946.7959		1096
52113.6354		139946.7959		1916
53113.6354		139946.7959		1746
54113.6354		139946.7959		1767
55113.6354		139946.7959		1725
56113.6354		139946.7959		1677
57113.6354		139946.7959		1651
58113.6354		139946.7959		1689
59113.6354		139946.7959		1758
60113.6354		139946.7959		1688
61113.6354		139946.7959		1587
62113.6354		139946.7959		1370
63113.6354		139946.7959		1307
64113.6354		139946.7959		1252
65113.6354		139946.7959		1223
66113.6354		139946.7959		1201
67113.6354		139946.7959		1190
68113.6354		139946.7959		1177
69113.6354		139946.7959		1169
70113.6354		139946.7959		1162
71113.6354		139946.7959		1152
72113.6354		139946.7959		1146
73113.6354		139946.7959		1136
74113.6354		139946.7959		1125
75113.6354		139946.7959		1114
76113.6354		139946.7959		1102
77113.6354		139946.7959		1092
78113.6354		139946.7959		1079
79113.6354		139946.7959		1070
51113.6354		138946.7959		1844
52113.6354		138946.7959		1819
53113.6354		138946.7959		1847
54113.6354		138946.7959		1740
55113.6354		138946.7959		1653
56113.6354		138946.7959		1615
57113.6354		138946.7959		1597
58113.6354		138946.7959		1571
59113.6354		138946.7959		1606
60113.6354		138946.7959		1635
61113.6354		138946.7959		1688
62113.6354		138946.7959		1423
63113.6354		138946.7959		1326
64113.6354		138946.7959		1263
65113.6354		138946.7959		1245
66113.6354		138946.7959		1221
67113.6354		138946.7959		1212
68113.6354		138946.7959		1199
69113.6354		138946.7959		1184
70113.6354		138946.7959		1164
71113.6354		138946.7959		1148
72113.6354		138946.7959		1138
73113.6354		138946.7959		1131
74113.6354		138946.7959		1120
75113.6354		138946.7959		1108
76113.6354		138946.7959		1098
77113.6354		138946.7959		1088
78113.6354		138946.7959		1078
79113.6354		138946.7959		1068
80113.6354		138946.7959		1067
81113.6354		138946.7959		1065
51113.6354		137946.7959		1892
52113.6354		137946.7959		1857
53113.6354		137946.7959		1750
54113.6354		137946.7959		1686
55113.6354		137946.7959		1661
56113.6354		137946.7959		1606
57113.6354		137946.7959		1560
58113.6354		137946.7959		1538
59113.6354		137946.7959		1509
60113.6354		137946.7959		1492
61113.6354		137946.7959		1479
62113.6354		137946.7959		1616
63113.6354		137946.7959		1411
64113.6354		137946.7959		1310
65113.6354		137946.7959		1258
66113.6354		137946.7959		1250
67113.6354		137946.7959		1235
68113.6354		137946.7959		1219
69113.6354		137946.7959		1198
70113.6354		137946.7959		1178
71113.6354		137946.7959		1156
72113.6354		137946.7959		1139
73113.6354		137946.7959		1127
74113.6354		137946.7959		1118
75113.6354		137946.7959		1107
76113.6354		137946.7959		1099
77113.6354		137946.7959		1088
78113.6354		137946.7959		1078
79113.6354		137946.7959		1086
80113.6354		137946.7959		1087
