0	0	1088.22265625000
0	20	1088.22265625000
0	40	1073.97924805000
0	60	1058.60229492000
0	80	1062.92944336000
0	100	1062.92944336000
0	120	1079.67626953000
0	140	1085.16943359000
0	160	1079.38818359000
0	180	1071.16992188000
0	200	1071.16992188000
0	220	1065.77685547000
0	240	1056.93359375000
0	260	1054.49047852000
0	280	1046.52612305000
0	300	1041.35278320000
0	320	1043.78881836000
0	340	1060.87890625000
0	360	1060.87890625000
0	380	1087.34252930000
0	400	1118.80200195000
0	420	1155.59228516000
0	440	1155.59228516000
0	460	1154.23022461000
0	480	1147.99633789000
0	500	1135.71606445000
0	520	1123.43115234000
0	540	1123.43115234000
0	560	1111.38647461000
0	580	1098.55639648000
0	600	1098.55639648000
0	620	1090.98876953000
0	640	1079.70532227000
0	660	1070.08959961000
0	680	1062.82128906000
0	700	1062.82128906000
0	720	1062.06811523000
0	740	1067.29223633000
0	760	1078.96264648000
0	780	1078.96264648000
0	800	1091.40502930000
0	820	1105.51245117000
0	840	1120.58520508000
0	860	1137.48974609000
0	880	1137.48974609000
0	900	1157.77490234000
0	920	1183.76269531000
0	940	1187.75585938000
0	960	1202.35522461000
0	980	1220.35278320000
0	1000	1239.75634766000
0	1020	1260.72680664000
0	1040	1266.20312500000
0	1060	1283.33300781000
0	1080	1315.49511719000
0	1100	1333.79492188000
0	1120	1333.79492188000
0	1140	1350.87573242000
0	1160	1364.39794922000
0	1180	1378.36181641000
0	1200	1390.77929688000
0	1220	1399.66479492000
0	1240	1412.27954102000
0	1260	1447.03393555000
0	1280	1452.50561523000
0	1300	1470.81201172000
0	1320	1495.58398438000
0	1340	1512.20092773000
0	1360	1528.38549805000
0	1380	1531.97314453000
0	1400	1545.25683594000
0	1420	1557.99316406000
0	1440	1554.76025391000
0	1460	1553.24047852000
0	1480	1553.58251953000
0	1500	1554.13623047000
0	1520	1555.97949219000
0	1540	1558.84692383000
0	1560	1559.36108398000
0	1580	1563.19946289000
0	1600	1568.90307617000
0	1620	1569.60253906000
0	1640	1580.06103516000
0	1660	1585.79394531000
0	1680	1591.56713867000
0	1700	1597.99316406000
0	1720	1602.65722656000
0	1740	1609.47802734000
0	1760	1621.25830078000
0	1780	1629.58764648000
0	1800	1640.73291016000
0	1820	1659.46728516000
0	1840	1671.98291016000
0	1860	1694.49707031000
0	1880	1707.99169922000
0	1900	1721.55566406000
0	1920	1740.96191406000
0	1940	1760.66625977000
0	1960	1768.84692383000
0	1980	1782.65917969000
0	2000	1793.51757813000
0	2020	1801.49658203000
0	2040	1802.70703125000
0	2060	1805.69287109000
0	2080	1805.69287109000
0	2100	1805.69287109000
0	2120	1805.69287109000
0	2140	1805.69287109000
0	2160	1805.69287109000
0	2180	1805.69287109000
0	2200	1805.69287109000
20	0	1088.22265625000
20	20	1088.22265625000
20	40	1073.97924805000
20	60	1058.60229492000
20	80	1062.92944336000
20	100	1062.92944336000
20	120	1079.67626953000
20	140	1085.16943359000
20	160	1079.38818359000
20	180	1079.38818359000
20	200	1071.16992188000
20	220	1065.77685547000
20	240	1056.93359375000
20	260	1054.49047852000
20	280	1046.52612305000
20	300	1041.35278320000
20	320	1043.78881836000
20	340	1060.87890625000
20	360	1060.87890625000
20	380	1087.34252930000
20	400	1118.80200195000
20	420	1155.59228516000
20	440	1155.59228516000
20	460	1154.23022461000
20	480	1147.99633789000
20	500	1135.71606445000
20	520	1133.18530273000
20	540	1123.43115234000
20	560	1111.38647461000
20	580	1098.55639648000
20	600	1098.55639648000
20	620	1090.98876953000
20	640	1079.70532227000
20	660	1070.08959961000
20	680	1062.82128906000
20	700	1060.77319336000
20	720	1062.06811523000
20	740	1067.29223633000
20	760	1069.85571289000
20	780	1078.96264648000
20	800	1091.40502930000
20	820	1105.51245117000
20	840	1120.58520508000
20	860	1125.15649414000
20	880	1137.48974609000
20	900	1157.77490234000
20	920	1183.76269531000
20	940	1187.75585938000
20	960	1202.35522461000
20	980	1220.35278320000
20	1000	1239.75634766000
20	1020	1260.72680664000
20	1040	1266.20312500000
20	1060	1283.33300781000
20	1080	1315.49511719000
20	1100	1322.18530273000
20	1120	1342.51245117000
20	1140	1350.87573242000
20	1160	1364.39794922000
20	1180	1378.36181641000
20	1200	1386.14453125000
20	1220	1399.66479492000
20	1240	1412.27954102000
20	1260	1447.03393555000
20	1280	1452.50561523000
20	1300	1476.57348633000
20	1320	1495.58398438000
20	1340	1512.20092773000
20	1360	1522.43481445000
20	1380	1531.97314453000
20	1400	1550.19384766000
20	1420	1557.99316406000
20	1440	1557.01342773000
20	1460	1553.24047852000
20	1480	1553.58251953000
20	1500	1554.13623047000
20	1520	1555.97949219000
20	1540	1556.59277344000
20	1560	1559.36108398000
20	1580	1563.19946289000
20	1600	1566.27929688000
20	1620	1573.86108398000
20	1640	1580.86425983398
20	1660	1585.90434941162
20	1680	1590.42596101136
20	1700	1595.50026642015
20	1720	1599.98903771095
20	1740	1607.45685442194
20	1760	1617.46014055429
20	1780	1628.94064055074
20	1800	1640.68316942010
20	1820	1653.97496213764
20	1840	1673.36140761342
20	1860	1690.95739364093
20	1880	1708.30992428844
20	1900	1722.67786522970
20	1920	1737.11081290472
20	1940	1753.72388715185
20	1960	1768.50939881719
20	1980	1778.19503892980
20	2000	1782.05224768071
20	2020	1786.22825819992
